factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment
Giant Apparels Ltd.,Knit,5.0,690.0,391,362500,"Polo Shirts ,Fleece Jackets ,Shorts","Shahid Rowshan Sarak, Chandana, Gazipur, Joydevpur",Gazipur,Joydevpur,2004
Giant Garment Inds.(Pvt) Ltd.,Knit,5.0,301.0,159,150000,"T-Shirts ,Pants ,Polo Shirts ,Knit Top","Sena Kalayan Commercial Complex (5th Fl), Plot # 9, Block-F (North & S), Gazipur, Tongi",Gazipur,Tongi,1985
Giant Knit Fashions Ltd.,Knit,5.0,385.0,314,130000,"T-Shirts ,Polo Shirts ,Pajama Sets","Shahid Rowshan Sarak, Chandana, Gazipur, Joydevpur",Gazipur,Joydevpur,2004
Giant Textiles Ltd.,Knit,5.0,478.0,671,837500,"T-Shirts ,Polo Shirts ,Fleece Jackets","Baniarchala, Mahona, Mouza # 3, Gazipur, Vabanipur",Gazipur,Vabanipur,2011
Gimex Clothing Ltd.,Knit,5.0,250.0,211,120000,"T-Shirts ,Pants","Dhonaid, Zirabo, Dhaka, Ashulia",Dhaka,Ashulia,2013
Gitano Apparels Ltd.,Knit,5.0,300.0,165,270000,Knit Items,"59, 59/1, Tipu Sultan Road, Dhaka, Sutrapur",Dhaka,Sutrapur,1991
Givensee Garments Ltd.,Woven,5.0,1661.0,720,290000,"Denim Jackets ,Curderoy ,Twill","Hotapara, Gazipur, Gazipur",Gazipur,Gazipur,2006
GJ Caps & Headwear Ltd.,Woven,1.0,2.0,633,200000,,"23, Shataish Road, Shanin Complex, Gazipura, Tongi, Gazipur, Dhaka, Dhaka",Dhaka,Dhaka,2017
GK Garments Ltd. (U-2),Woven,5.0,823.0,378,150000,"Shirts ,Jackets ,Polo Shirts ,Pants","89, Berulia Road, Tati, Dhaka, Savar",Dhaka,Savar,1982
Glamour Apparel (BD) Ltd.,,,,0,208000,"T-Shirts ,Polo Shirts","Borabo, Sakassh0r, Gazipur","Borabo, Sakassh0r",Gazipur,2019
Glamour Dresses Ltd.,Woven,1.0,1369.0,895,58333,"Trouser ,Pant ,Jacket ,Short","Fukutia, Dhamrai Kalampur Road, Dhamrai, Dhaka, Dhaka",Dhaka,Dhaka,2020
Glare Fashion Ltd.,Sweater,5.0,250.0,90,30000,"Cardigans ,Pullovers","56, Gosaildanga, Chittagong, Double Mooring",Chittagong,Double Mooring,1994
Glaze Knitwear Ltd.,Knit,5.0,190.0,85,120000,"T-Shirts ,Polo Shirts ,Payjama","148, Choydana, National University, Gazipur, Joydevpur",Gazipur,Joydevpur,2007
Global Attire Ltd.,Woven,5.0,3520.0,2530,10483000,"Caps ,Hats","Khejurtek, Mirzanagor, Ashulia, Dhaka, Savar",Dhaka,Savar,2012
